-3.000000 -3.000000
-3.000000 3.000000
3.000000 -3.000000
3.000000 3.000000
-0.417091 0.114782
0.054031 0.296411
-0.337597 0.346704
-0.046900 -0.319833
0.000955 -0.077880
0.163704 -0.171811
-0.140118 0.163781
0.228946 -0.032098
0.379642 -0.006396
-0.387360 -0.217393
-0.077707 -0.288450
-0.141468 -0.132688
0.132764 -0.312654
-0.157673 -0.279198
-0.258820 -0.083310
0.032572 -0.274695
-0.333664 0.152610
-0.480880 0.023882
-0.068060 -0.368618
0.361050 -0.001467
0.276191 -0.309596
-0.198664 0.024887
-0.256391 -0.000411
-0.028428 -0.240332
-0.055645 0.395318
0.074451 -0.493023
-0.026067 0.361214
0.383108 -0.118063
-0.021727 0.357367
0.102986 -0.306440
0.468553 0.087124
0.124180 -0.466284
-0.257262 -0.344154
0.164727 -0.305763
0.153200 -0.166946
-0.196484 0.361061
-0.164265 -0.423242
-0.115913 0.141906
0.234838 -0.284737
0.435577 -0.065952
-0.289824 -0.281036
-0.218331 0.339873
-0.202617 -0.282583
-0.026528 0.281710
-0.483938 -0.054453
0.254847 0.029124
0.151301 0.328701
0.363223 0.115736
0.289041 0.174952
-0.150278 0.013699
-0.339199 0.258462
-0.350247 -0.233266
0.344694 0.267150
-0.114448 0.455282
0.244537 -0.131137
0.225986 0.374462
0.020745 -0.433563
-0.395291 0.212906
0.116611 -0.111740
0.257534 -0.282931
0.343805 0.324066
0.251776 0.116866
0.086153 -0.200820
0.356909 0.277047
0.312987 -0.043657
-0.114046 -0.111282
0.298053 0.181913
0.118238 -0.217060
-0.173326 -0.154074
0.030702 0.199872
0.213141 0.051191
0.251399 0.427102
-0.269086 -0.108423
0.033437 0.399934
0.457203 0.110673
-0.074223 0.193374
-0.359819 0.249111
0.124456 -0.352495
0.341155 0.098995
-0.005881 0.104674
-0.112263 0.451392
0.072218 0.175771
0.334987 0.147189
-0.245983 0.431956
0.187681 0.127815
0.367402 -0.045258
0.086355 -0.484465
-0.055052 -0.032666
-0.120351 -0.165883
0.185503 0.009657
-0.063001 -0.215206
0.412701 0.272724
0.418969 -0.239970
0.265939 0.203513
-0.414731 0.061117
0.122346 -0.059322
-0.237728 -0.371516
0.203956 -0.136592
-0.246536 0.373248
-0.255736 -0.148834
-0.261775 -0.149160
-0.078347 -0.301668
-0.109616 0.014732
0.407264 -0.279452
