3.487966 2.617258
3.052439 2.939565
2.541804 2.855116
2.993872 2.741651
2.645149 2.988544
3.275658 2.734759
3.438300 3.126239
3.149475 2.774026
2.808158 2.987228
2.609178 2.608235
2.897330 2.502805
2.599489 3.317544
3.330802 3.329103
2.504006 3.136180
2.598317 2.838451
3.468053 -3.205529
3.473971 -2.881551
2.915968 -3.146783
3.287449 -2.818057
3.199882 -3.082526
3.339980 -2.892212
2.652254 -3.284869
3.062117 -3.377962
3.439667 -2.904208
3.131923 -2.860522
2.770989 -2.585313
2.678803 -3.253330
3.207510 -2.602797
2.548267 -3.350991
3.488662 -2.793679
-3.419303 -3.460712
-2.665340 -3.327664
-2.843735 -2.520843
-3.256643 -2.505888
-2.723389 -3.145575
-2.819643 -2.775133
-3.074187 -3.408583
-3.286655 -2.857967
-2.650737 -2.697036
-3.152726 -3.137763
-2.999019 -2.686993
-2.688528 -2.741138
-2.592045 -3.197096
-3.160052 -2.525540
-3.301692 -2.993403
-2.946691 3.199190
-3.408824 2.648383
-3.148617 3.378614
-2.563794 2.702014
-3.157149 2.622525
-2.975722 2.604931
-2.518403 3.039607
-3.140483 3.321150
-2.619992 2.968638
-2.875432 3.374492
-2.555934 2.997142
-3.254758 2.814866
-2.947021 3.046630
-3.177994 2.874514
-3.110401 3.071354
