0.206028 2.591499
0.086667 2.905315
0.771934 2.604846
0.205675 2.612284
0.388272 3.284428
0.551779 2.791570
0.228953 3.103533
0.641941 3.464423
0.484480 2.932485
0.151846 3.194752
0.781932 3.258099
0.100606 2.932642
0.294066 3.155498
0.237373 2.609755
0.530872 3.433760
0.687461 3.696433
0.766179 3.125332
1.297830 3.130151
0.987604 3.092352
1.268958 3.007820
0.896007 3.423109
0.772939 3.655573
0.537235 3.722923
1.173295 3.531209
0.929564 3.108818
0.951739 3.631766
1.109857 3.126500
0.559403 3.134303
0.815811 3.098594
1.272722 3.142027
0.918251 3.813429
0.946249 3.666204
1.067480 4.122497
1.066429 4.487935
0.967563 3.670432
1.001042 3.757792
1.642922 3.896799
1.453223 3.573995
1.305738 4.184096
0.934434 3.902388
0.962031 4.482835
0.827347 3.902184
1.663800 4.120672
1.456715 3.654370
1.307789 3.881345
1.161134 4.742545
1.758112 4.424335
1.871111 4.429356
1.350777 4.124873
1.685536 4.024434
1.294149 4.290185
1.530629 4.317521
1.832423 4.653690
1.597490 4.956936
1.335311 4.935731
1.299225 4.457886
1.452593 4.240478
1.422646 4.763898
1.359606 4.759327
1.558319 4.740648
2.243688 5.040884
1.605920 5.179734
2.181560 4.536563
1.963261 5.309204
1.712163 5.248619
1.598519 4.620187
2.323574 5.025045
1.675010 4.825834
1.663570 5.046449
2.165987 4.898881
2.394389 4.915093
2.016558 4.680738
2.202702 4.755387
1.653590 4.520536
2.453457 5.423676
2.653700 4.919048
2.932614 4.890762
2.163512 5.316140
2.921097 4.817428
2.794658 5.314540
2.577394 5.289074
2.440036 5.352264
2.257614 5.005637
2.751946 5.135661
2.228669 5.450894
2.064187 4.943964
2.767330 4.560019
2.671202 5.366750
2.715213 5.131189
2.642061 4.855074
3.497003 5.257384
2.724171 4.565322
3.152451 5.224581
3.104991 4.523770
2.887245 4.673564
2.642187 4.387500
2.525135 4.940117
2.921112 4.480617
2.684100 4.345051
3.225775 5.023173
2.870363 4.647438
3.341560 4.960617
3.234230 4.683869
3.071026 4.927347
2.676855 4.321650
0.472605 4.403843
0.390347 4.988439
0.555262 4.089999
1.158571 4.320941
1.211067 4.511409
0.999634 4.060606
1.025182 4.725688
0.529886 4.556556
0.876053 4.529360
1.110628 4.829982
1.158759 4.710409
1.089029 4.311860
0.617833 4.291457
0.752207 4.850357
1.052228 4.911647
0.409862 4.639276
0.409742 4.255370
0.569884 4.088666
0.824637 4.838256
1.272651 4.584719
1.248109 4.207603
0.361029 4.318105
0.884641 4.133811
0.585108 4.671463
1.127732 4.570991
0.490986 4.169767
0.742530 4.147656
0.693412 4.476080
1.126574 4.908102
0.976871 4.552175
2.532940 2.686571
2.553863 3.281145
3.305063 2.695798
2.951375 3.492359
2.882646 3.302262
3.289644 2.924227
2.864287 3.228864
3.032350 2.998354
3.211657 3.308990
3.371477 2.856509
2.828690 2.573243
3.150118 3.090991
3.474836 3.410188
2.575967 2.693766
3.087019 2.932368
2.913886 3.249160
2.809136 2.539184
2.763834 3.446325
3.258766 3.263673
3.495216 3.058821
