0.926445 0.126412
0.144706 0.987019
0.617830 0.962600
0.364875 0.873276
0.816825 0.767734
0.568450 0.569056
0.986346 0.055090
0.653092 0.801198
0.199204 0.474921
0.085177 0.440827
1.923789 4.306381
1.257845 4.101970
1.153872 4.215423
1.027098 4.331249
1.235441 4.639630
1.805080 4.609467
1.056782 4.315670
1.884653 4.077510
1.373499 4.506044
1.199638 4.549227
2.739741 2.285940
2.935752 2.089660
2.006202 2.124409
2.161529 2.470410
2.916867 2.523174
2.083596 2.343243
2.353953 2.582947
2.275744 2.341464
2.195224 2.831759
2.357756 2.861451
4.261191 1.733438
4.036062 1.465132
4.368142 1.100842
4.471069 1.576629
4.331865 1.451407
4.698860 1.674527
4.300143 1.286052
4.249831 1.727785
4.751436 1.878438
4.425734 1.033563
1.744950 4.294445
1.691943 4.258711
1.875249 4.558748
1.241175 4.830152
1.826282 4.740381
1.799403 4.183979
1.801944 4.851211
1.094918 4.693440
1.632979 4.069506
1.884346 4.936861
1.173389 4.291984
1.390938 4.431651
1.831380 4.015487
1.803364 4.984064
1.060471 4.167168
1.399258 4.106216
1.526876 4.372410
1.416799 4.198118
1.656860 4.489688
1.627973 4.339493
